0.00,0.5000,seedling,60.00,25.00,400.00,0.000000, 0.0000, 0.000000
1.00,0.6016,seedling,59.00,24.50,942.29,0.001500, 0.0029, 0.000000
2.00,0.7084,seedling,58.10,24.05,942.30,0.001500, 0.0028, 0.000000
3.00,0.8195,seedling,57.29,23.64,942.30,0.001500, 0.0028, 0.000000
4.00,0.9340,seedling,56.56,23.28,942.31,0.001500, 0.0028, 0.005368
5.00,1.1432,vegetative,55.90,25.00,942.12,0.001500, 0.0028, 0.069116
6.00,1.4569,vegetative,55.31,24.50,942.13,0.001500, 0.0033, 0.057040
7.00,1.8091,vegetative,54.78,24.05,942.14,0.001500, 0.0039, 0.036204
8.00,2.1967,vegetative,54.30,23.64,942.16,0.001500, 0.0047, 0.017625
9.00,2.6044,vegetative,53.87,23.28,942.18,0.001500, 0.0051, 0.008470
10.00,3.1356,vegetative,53.49,25.00,942.08,0.001500, 0.0056, 0.005452
11.00,3.7568,vegetative,53.14,24.50,942.13,0.001500, 0.0062, 0.006045
12.00,4.3567,vegetative,52.82,24.05,942.18,0.001500, 0.0067, 0.010048
13.00,4.9279,vegetative,52.54,23.64,942.23,0.001500, 0.0072, 0.016349
14.00,5.4701,vegetative,52.29,23.28,942.27,0.000044, 0.0086, 0.020772
15.00,9.4689,vegetative,52.06,25.00,942.32,0.000304, 0.0128, 0.010111
16.00,16.2312,vegetative,51.85,24.50,942.72,-0.000599, 0.0218, 0.008341
17.00,25.1253,vegetative,51.67,24.05,943.22,-0.000580, 0.0305, 0.004307
18.00,34.0139,vegetative,51.50,23.64,943.72,-0.000560, 0.0380, 0.016548
19.00,42.5273,vegetative,51.35,23.28,944.17,-0.000510, 0.0442, 0.026045
20.00,53.8965,flowering,51.22,25.00,944.93,-0.000528, 0.0512, 0.034005
21.00,66.0835,flowering,51.09,24.50,945.73,-0.000470, 0.0570, 0.050384
22.00,75.6195,flowering,50.98,24.05,946.31,-0.000586, 0.1041, 0.051020
23.00,83.2619,flowering,50.89,23.64,946.73,-0.000570, 0.1144, 0.060194
24.00,88.8975,flowering,50.80,23.28,947.01,-0.000556, 0.1072, 0.063390
25.00,96.2504,flowering,50.72,25.00,947.93,-0.000625, 0.1146, 0.049906
26.00,103.8353,flowering,50.65,24.50,948.30,-0.000593, 0.1220, 0.051542
27.00,109.3895,flowering,50.58,24.05,948.53,-0.000566, 0.1272, 0.060454
28.00,113.2881,flowering,50.52,23.64,948.65,-0.000545, 0.1309, 0.071142
29.00,115.9297,flowering,50.47,23.28,948.69,-0.000454, 0.1124, 0.069944
30.00,120.8605,flowering,50.42,25.00,949.66,-0.000499, 0.1152, 0.047109
31.00,126.4732,flowering,50.38,24.50,949.84,-0.000472, 0.1183, 0.043105
