0.00,0.5000,seedling,60.00,25.00,400.00,0.000000, 0.0000, 0.000000
1.00,0.6016,seedling,59.00,24.50,942.29,0.001500, 0.0029, 0.000000
2.00,0.7084,seedling,58.10,24.05,942.30,0.001500, 0.0028, 0.000000
3.00,0.8195,seedling,57.29,23.64,942.30,0.001500, 0.0028, 0.000000
4.00,0.9340,seedling,56.56,23.28,942.31,0.001500, 0.0028, 0.005368
5.00,1.0766,vegetative,55.90,22.95,942.22,0.001500, 0.0027, 0.068982
6.00,1.2821,vegetative,55.31,22.66,942.22,0.001500, 0.0031, 0.056145
7.00,1.5141,vegetative,54.78,22.39,942.23,0.001500, 0.0035, 0.035461
8.00,1.7728,vegetative,54.30,22.15,942.23,0.001500, 0.0040, 0.017041
9.00,2.0500,vegetative,53.87,21.94,942.24,0.001500, 0.0044, 0.008295
10.00,2.3406,vegetative,53.49,21.74,942.25,0.001500, 0.0049, 0.003959
11.00,2.6404,vegetative,53.14,21.57,942.27,0.001500, 0.0051, 0.002636
12.00,2.9465,vegetative,52.82,21.41,942.28,0.001500, 0.0054, 0.003109
13.00,3.2567,vegetative,52.54,21.27,942.29,0.001500, 0.0057, 0.004582
14.00,3.5697,vegetative,52.29,21.14,942.31,0.001500, 0.0060, 0.006738
15.00,5.2839,vegetative,52.06,21.03,942.38,0.000231, 0.0084, 0.009356
16.00,7.8779,vegetative,51.85,20.93,942.48,0.000303, 0.0111, 0.004554
17.00,11.4270,vegetative,51.67,20.83,942.63,0.000366, 0.0147, 0.002504
18.00,15.1550,vegetative,51.50,20.75,942.81,-0.000462, 0.0182, 0.009536
19.00,18.6826,vegetative,51.35,20.68,942.97,-0.000460, 0.0243, 0.018008
20.00,22.3835,vegetative,51.22,20.61,943.14,-0.000458, 0.0279, 0.011285
21.00,26.0329,vegetative,51.09,20.55,943.31,-0.000456, 0.0313, 0.013743
22.00,29.4613,vegetative,50.98,20.49,943.47,-0.000455, 0.0343, 0.022876
23.00,32.7782,vegetative,50.89,20.44,943.62,-0.000454, 0.0370, 0.027160
24.00,36.1127,vegetative,50.80,20.40,943.77,-0.000440, 0.0396, 0.027656
25.00,39.5000,vegetative,50.72,20.36,943.92,-0.000426, 0.0421, 0.026043
26.00,42.9737,vegetative,50.65,20.32,944.08,-0.000414, 0.0445, 0.023612
27.00,46.3947,vegetative,50.58,20.29,944.23,-0.000402, 0.0467, 0.028455
28.00,49.8650,vegetative,50.52,20.26,944.39,-0.000391, 0.0488, 0.028403
29.00,53.2015,flowering,50.47,20.24,944.55,-0.000381, 0.0507, 0.033316
30.00,56.3040,flowering,50.42,20.21,944.70,-0.000372, 0.0524, 0.038305
31.00,59.0783,flowering,50.38,20.19,944.84,-0.000365, 0.0538, 0.046926
32.00,61.6656,flowering,50.34,20.17,944.96,-0.000358, 0.0550, 0.050801
