0.00,0.0500,seedling,70.00,28.00,400.00,0.000000, 0.0000, 0.000000
1.00,0.0505,seedling,68.00,27.20,942.35,-0.000326, 0.0035, 0.013459
2.00,0.0539,seedling,66.20,26.48,942.35,-0.000303, 0.0034, 0.052661
3.00,0.0620,seedling,64.58,25.83,942.35,-0.000283, 0.0032, 0.098767
4.00,0.0773,seedling,63.12,25.25,942.34,-0.000265, 0.0031, 0.145055
5.00,0.1037,vegetative,61.81,24.72,942.33,-0.000261, 0.0031, 0.169837
6.00,0.1494,vegetative,60.63,24.25,942.32,-0.000255, 0.0030, 0.185964
7.00,0.2270,vegetative,59.57,23.83,942.29,-0.000250, 0.0030, 0.199925
8.00,0.3551,vegetative,58.61,23.44,942.25,-0.000245, 0.0030, 0.213080
9.00,0.5565,vegetative,57.75,23.10,942.19,-0.000244, 0.0030, 0.225764
10.00,0.8549,vegetative,56.97,22.79,942.11,-0.000258, 0.0030, 0.238183
11.00,1.2693,vegetative,56.28,22.51,942.01,-0.000253, 0.0030, 0.250647
12.00,1.8265,vegetative,55.65,22.26,941.91,-0.000261, 0.0032, 0.240906
13.00,2.5691,vegetative,55.08,22.03,941.80,-0.000269, 0.0036, 0.220993
14.00,3.5393,vegetative,54.58,21.83,941.67,-0.000279, 0.0043, 0.196029
15.00,4.7850,vegetative,54.12,21.65,941.55,-0.000289, 0.0055, 0.167960
16.00,6.3574,vegetative,53.71,21.48,941.41,-0.000299, 0.0066, 0.138933
17.00,8.3063,vegetative,53.34,21.33,941.27,-0.000307, 0.0079, 0.112039
18.00,10.6708,vegetative,53.00,21.20,941.13,-0.000308, 0.0094, 0.089121
19.00,13.4579,vegetative,52.70,21.08,940.99,-0.000307, 0.0110, 0.074301
20.00,16.6246,vegetative,52.43,20.97,940.86,-0.000300, 0.0127, 0.073100
21.00,20.0908,vegetative,52.19,20.88,940.73,-0.000292, 0.0144, 0.080636
22.00,23.7846,vegetative,51.97,20.79,940.61,-0.000283, 0.0162, 0.092452
23.00,27.6500,vegetative,51.77,20.71,940.51,-0.000274, 0.0179, 0.106093
24.00,31.6410,vegetative,51.60,20.64,940.41,-0.000266, 0.0196, 0.120466
25.00,35.7085,vegetative,51.44,20.57,940.33,-0.000255, 0.0210, 0.142112
26.00,39.7681,vegetative,51.29,20.52,940.26,-0.000247, 0.0225, 0.160576
27.00,43.8334,vegetative,51.16,20.47,940.20,-0.000239, 0.0239, 0.176293
28.00,47.8902,vegetative,51.05,20.42,940.14,-0.000232, 0.0253, 0.191213
29.00,51.9047,vegetative,50.94,20.38,940.16,-0.000225, 0.0265, 0.205719
30.00,55.7490,vegetative,50.85,20.34,940.26,-0.000218, 0.0276, 0.219724
31.00,59.4055,vegetative,50.76,20.31,940.35,-0.000212, 0.0286, 0.232964
32.00,62.8882,vegetative,50.69,20.27,940.44,-0.000206, 0.0296, 0.245367
33.00,66.2098,vegetative,50.62,20.25,940.53,-0.000201, 0.0304, 0.256983
34.00,69.3821,vegetative,50.56,20.22,940.61,-0.000196, 0.0311, 0.267878
