0.04,0.0500,seedling,70.00,20.00,400.00,0.001500, 0.0028, 0.000000
1.04,0.3552,vegetative,68.00,20.00,931.15,0.001500, 0.0031, 0.000000
2.04,1.8950,vegetative,66.20,20.00,930.57,0.001500, 0.0067, 0.000000
3.04,4.5321,vegetative,64.58,20.00,930.34,0.001500, 0.0110, 0.011010
4.04,7.4219,vegetative,63.12,20.00,930.27,0.000039, 0.0215, 0.025903
5.04,10.8553,vegetative,61.81,20.00,930.22,0.000039, 0.0290, 0.012608
6.04,14.6575,vegetative,60.63,20.00,930.24,0.000038, 0.0364, 0.006137
7.04,18.5992,vegetative,59.57,20.00,930.35,0.000038, 0.0550, 0.008265
8.04,22.6617,vegetative,58.61,20.00,930.42,-0.000206, 0.0631, 0.004023
9.04,26.7868,vegetative,57.75,20.00,930.48,-0.000456, 0.0702, 0.003073
10.04,30.9233,vegetative,56.97,20.00,930.57,-0.000450, 0.0764, 0.010092
11.04,35.1475,vegetative,56.28,20.00,930.67,-0.000442, 0.0818, 0.009970
12.04,39.4168,vegetative,55.65,20.00,930.78,-0.000417, 0.0864, 0.010534
13.04,43.7181,vegetative,55.08,20.00,930.91,-0.000385, 0.0902, 0.010906
14.04,48.0527,vegetative,54.58,20.00,931.05,-0.000357, 0.0933, 0.012733
15.04,52.3877,vegetative,54.12,20.00,931.25,-0.000332, 0.0957, 0.015167
16.04,56.5084,vegetative,53.71,20.00,931.49,-0.000407, 0.2055, 0.013120
17.04,60.4223,vegetative,53.34,20.00,931.73,-0.000401, 0.2195, 0.018782
18.04,64.0867,vegetative,53.00,20.00,931.95,-0.000396, 0.2316, 0.028177
19.04,67.5048,vegetative,52.70,20.00,932.15,-0.000389, 0.2106, 0.021755
20.04,70.8651,vegetative,52.43,20.00,932.34,-0.000383, 0.2192, 0.019242
21.04,74.0678,vegetative,52.19,20.00,932.53,-0.000378, 0.2272, 0.023677
22.04,77.0797,vegetative,51.97,20.00,932.71,-0.000374, 0.2324, 0.031119
23.04,79.8924,vegetative,51.77,20.00,932.89,-0.000369, 0.2016, 0.031761
24.04,82.6473,vegetative,51.60,20.00,933.03,-0.000363, 0.2057, 0.020427
25.04,85.4355,vegetative,51.44,20.00,933.17,-0.000350, 0.2096, 0.010787
26.04,88.1450,vegetative,51.29,20.00,933.32,-0.000339, 0.2133, 0.010310
27.04,90.7279,vegetative,51.16,20.00,933.48,-0.000329, 0.2167, 0.013907
28.04,93.1704,vegetative,51.05,20.00,933.62,-0.000319, 0.2189, 0.019208
29.04,95.4709,vegetative,50.94,20.00,933.76,-0.000308, 0.2195, 0.025374
