0.0,0.05,seedling,70.0,20.0,400.0, 0
0.5,0.11923638724253602,seedling,70.0,20.0,987.4706835935445, 0.22184892258561914
1.0,0.49936505521078434,vegetative,68.0,20.0,941.9285754159209, -0.00034953933885495267
1.5,0.8753120675234228,vegetative,68.0,20.0,985.4324781790456, 0.14623597038542085
2.0,2.0175628749286036,vegetative,66.2,20.0,941.4153677886032, -0.00034776625739071156
2.5,2.7741362016981976,vegetative,66.2,20.0,983.0902933274942, 0.08766830942807169
3.0,4.603860002894564,vegetative,64.58000000000001,20.0,941.0252093087494, -0.0003447457870071711
3.5,5.661664171906007,vegetative,64.58000000000001,20.0,981.160265994185, 0.05924947802199888
4.0,8.046158068945717,vegetative,63.122000000000014,20.0,940.7208505708757, -0.0003407256715719486
4.5,9.353168888035775,vegetative,63.122000000000014,20.0,979.4599729455606, 0.04420811249683255
5.0,12.209818494186171,vegetative,61.80980000000002,20.0,940.47187280743, -0.00033586319366761823
5.5,13.730139542724073,vegetative,61.80980000000002,20.0,977.9010424550963, 0.03506699726454306
6.0,16.994757214496932,vegetative,60.62882000000002,20.0,940.2666024635504, -0.0003302752805559615
6.5,18.698037879509,vegetative,60.62882000000002,20.0,976.4535932163467, 0.028921839753505384
7.0,22.311418718251996,vegetative,59.56593800000002,20.0,940.0992348341889, -0.0003240665611603993
7.5,24.169845184863558,vegetative,59.56593800000002,20.0,975.1057893611811, 0.024493031433446586
8.0,28.076904921884278,vegetative,58.60934420000002,20.0,939.965835756255, -0.0003173338850612924
8.5,30.064473471618278,vegetative,58.60934420000002,20.0,973.8513905491429, 0.02113852513297622
9.0,34.21379242616625,vegetative,57.74840978000002,20.0,939.8632558858454, -0.00031016770232737803
9.5,36.305383076223706,vegetative,57.74840978000002,20.0,972.6863545219294, 0.018481379395758425
10.0,40.64611948487126,vegetative,56.97356880200002,20.0,939.7887837352099, -0.0003026567485336834
10.5,42.81852880281277,vegetative,56.97356880200002,20.0,971.6080981379376, 0.01632551175526091
11.0,47.30409886581573,vegetative,56.27621192180002,20.0,939.739852541718, -0.0002948825407236034
11.5,49.53627079047101,vegetative,56.27621192180002,20.0,970.6137370484702, 0.014545367799265857
12.0,54.05503209534057,vegetative,55.64859072962002,20.0,939.8619413563777, -0.00028700004185047316
12.5,56.220756178097396,vegetative,55.64859072962002,20.0,970.6137506258468, 0.01243049958034612
13.0,60.53536510034125,vegetative,55.08373165665802,20.0,940.0845294057555, -0.0002794337338879213
13.5,62.595624437434566,vegetative,55.08373165665802,20.0,970.8089704675252, 0.010707817965551248
14.0,66.71410471506495,vegetative,54.575358490992215,20.0,940.2973332613113, -0.0002722197735555865
14.5,68.67594837908537,vegetative,54.575358490992215,20.0,970.9973287321098, 0.009369193732505762
